instance_id,order_id,delivery_id,drop_off_lat,drop_off_lng,pick_up_lat,pick_up_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
24,11,17722999,29.03177,41.090185999999996,29.021363,41.076842,2021-08-25 11:06:19,2021-08-25 11:11:30,2021-08-25 11:22:20,2021-08-25 11:36:19
24,12,17737297,28.980588,41.028836,28.9846262587393,41.0350110657119,2021-08-25 12:59:04,2021-08-25 13:04:37,2021-08-25 13:25:03,2021-08-25 13:29:04
24,13,17782271,28.992668,41.054224,28.9947717010283,41.058585866619296,2021-08-25 17:55:27,2021-08-25 17:56:08,2021-08-25 18:02:30,2021-08-25 18:25:27
24,14,17797536,29.002954,41.056146000000005,28.9916745081322,41.052445799887096,2021-08-25 19:22:33,2021-08-25 19:22:58,2021-08-25 19:31:16,2021-08-25 19:52:33
24,15,17812744,28.981546999999996,41.046624,28.9795040757971,41.046501080363704,2021-08-25 20:50:17,2021-08-25 21:16:16,2021-08-25 21:18:12,2021-08-25 21:20:17
24,16,17751347,29.00328,41.045286,28.998990000000003,41.04287,2021-08-25 14:30:07,2021-08-25 14:30:44,2021-08-25 14:38:45,2021-08-25 15:00:07
24,17,17768584,28.995893,41.051826,28.9916745081322,41.052445799887096,2021-08-25 16:26:32,2021-08-25 16:28:01,2021-08-25 16:40:45,2021-08-25 16:56:32
24,18,17744041,28.976003000000002,41.041669,28.9795040757971,41.046501080363704,2021-08-25 13:42:20,2021-08-25 13:49:05,2021-08-25 14:10:41,2021-08-25 14:12:20
24,19,17822334,28.978206,41.074866,28.9810163727387,41.0571246318446,2021-08-25 22:11:43,2021-08-25 22:21:15,2021-08-25 22:30:28,2021-08-25 22:41:43
24,20,17770326,28.998375,41.063364,28.9947725780182,41.0585813803737,2021-08-25 16:38:18,2021-08-25 17:04:59,2021-08-25 17:05:32,2021-08-25 17:08:18
24,21,17748563,29.004490000000004,41.0469,28.998990000000003,41.04287,2021-08-25 14:11:16,2021-08-25 14:12:05,2021-08-25 14:20:39,2021-08-25 14:41:16
24,22,17769335,29.011968,41.046638,28.998990000000003,41.04287,2021-08-25 16:32:00,2021-08-25 16:44:13,2021-08-25 16:46:33,2021-08-25 17:02:00
24,23,17748794,29.007878,41.079091,29.0280675888062,41.07245223579321,2021-08-25 14:12:49,2021-08-25 14:13:17,2021-08-25 14:23:53,2021-08-25 14:42:49
24,24,17776876,29.005067999999998,41.046425,28.998990000000003,41.04287,2021-08-25 17:20:46,2021-08-25 17:28:33,2021-08-25 17:30:49,2021-08-25 17:50:46
24,25,17826466,28.983307,41.043403000000005,28.985740000000003,41.044129999999996,2021-08-25 23:18:57,2021-08-25 23:19:46,2021-08-25 23:39:59,2021-08-25 23:48:57
24,26,17749628,28.998804999999997,41.056944,28.98525,41.05689,2021-08-25 14:18:40,2021-08-25 14:19:50,2021-08-25 14:37:52,2021-08-25 14:48:40
24,27,17779999,29.025889000000003,41.097915,29.0265239775181,41.08672088437589,2021-08-25 17:41:39,2021-08-25 17:41:41,2021-08-25 18:00:11,2021-08-25 18:11:39
24,28,17733398,28.962703,41.038529,28.982894,41.035833000000004,2021-08-25 12:31:43,2021-08-25 12:31:48,2021-08-25 12:48:56,2021-08-25 13:01:43
24,29,17750975,28.934724,41.043399,28.95839,41.0461,2021-08-25 14:27:46,2021-08-25 14:28:20,2021-08-25 14:47:56,2021-08-25 14:57:46
24,30,17721906,29.018351000000003,41.081829,29.0356,41.08102,2021-08-25 10:52:28,2021-08-25 10:53:24,2021-08-25 11:15:24,2021-08-25 11:22:28
24,31,17785707,28.965718,41.043268,28.960859999999997,41.051429999999996,2021-08-25 18:15:56,2021-08-25 18:16:02,2021-08-25 18:31:51,2021-08-25 18:45:56
24,32,17799249,28.962153999999998,41.051988,28.959053468726896,41.044009800869205,2021-08-25 19:31:48,2021-08-25 19:31:50,2021-08-25 20:02:34,2021-08-25 20:01:48
24,33,17782420,29.042409000000003,41.088076,29.031240000000004,41.079190000000004,2021-08-25 17:56:20,2021-08-25 17:56:38,2021-08-25 18:15:59,2021-08-25 18:26:20
24,34,17784979,28.985994,41.031391,28.984440000000003,41.032270000000004,2021-08-25 18:11:49,2021-08-25 18:12:25,2021-08-25 18:24:20,2021-08-25 18:41:49
24,35,17770905,28.998365999999997,41.081903999999994,29.0196,41.07535,2021-08-25 16:42:06,2021-08-25 16:43:35,2021-08-25 16:57:43,2021-08-25 17:12:06
24,36,17821381,28.980961999999998,41.03601,28.984890000000004,41.05044,2021-08-25 21:59:43,2021-08-25 22:00:08,2021-08-25 22:10:31,2021-08-25 22:29:43
24,37,17779949,28.970095,41.070712,28.95842,41.046659999999996,2021-08-25 17:41:25,2021-08-25 17:42:28,2021-08-25 17:57:27,2021-08-25 18:11:25
24,38,17717853,28.962941999999998,41.061529,28.9859,41.05216,2021-08-25 09:53:58,2021-08-25 09:59:26,2021-08-25 10:11:22,2021-08-25 10:23:58
24,39,17738993,28.970916,41.026453000000004,28.9802,41.0348,2021-08-25 13:10:08,2021-08-25 13:10:31,2021-08-25 13:34:05,2021-08-25 13:40:08
24,40,17804455,28.997697,41.044519,29.002709999999997,41.0468,2021-08-25 20:00:10,2021-08-25 20:00:30,2021-08-25 20:11:22,2021-08-25 20:30:10
24,41,17724753,28.985746000000002,41.036431,28.98606,41.05874,2021-08-25 11:23:21,2021-08-25 11:23:36,2021-08-25 11:35:13,2021-08-25 11:53:21
24,42,17806564,28.967826000000002,41.050258,28.9489,41.04739,2021-08-25 20:12:20,2021-08-25 20:13:25,2021-08-25 20:31:26,2021-08-25 20:42:20
24,43,17815697,28.961638,41.064549,28.95004,41.04871,2021-08-25 21:10:40,2021-08-25 21:10:42,2021-08-25 21:28:42,2021-08-25 21:40:40
24,44,17716546,28.966459000000004,41.071534,28.9842,41.06219,2021-08-25 09:28:37,2021-08-25 09:29:12,2021-08-25 09:56:37,2021-08-25 09:58:37
24,45,17745723,28.975808,41.030512,28.979646344525104,41.04707667022829,2021-08-25 13:53:03,2021-08-25 13:53:30,2021-08-25 14:07:07,2021-08-25 14:23:03
24,46,17770832,28.982708000000002,41.041754,29.00235,41.04683,2021-08-25 16:41:44,2021-08-25 16:41:52,2021-08-25 17:04:12,2021-08-25 17:11:44
24,47,17814066,28.980089000000003,41.061523,28.987034203649397,41.0474189757799,2021-08-25 20:59:06,2021-08-25 21:00:18,2021-08-25 21:07:40,2021-08-25 21:29:06
24,48,17823214,29.024452,41.065495,29.019540000000003,41.07578,2021-08-25 22:22:10,2021-08-25 22:22:25,2021-08-25 22:41:44,2021-08-25 22:52:10
24,49,17825867,29.011012,41.043838,29.0017935367146,41.0445048923704,2021-08-25 23:03:42,2021-08-25 23:04:08,2021-08-25 23:19:28,2021-08-25 23:33:42
24,50,17746514,28.988484000000003,41.056374,28.98558,41.05037,2021-08-25 13:58:07,2021-08-25 13:59:15,2021-08-25 14:21:27,2021-08-25 14:28:07
24,51,17758201,28.964555999999998,41.046927000000004,28.96691,41.0355,2021-08-25 15:16:01,2021-08-25 15:22:06,2021-08-25 15:32:39,2021-08-25 15:46:01
24,52,17826618,28.984699,41.049415,28.9911,41.0521,2021-08-25 23:23:20,2021-08-25 23:23:35,2021-08-25 23:33:31,2021-08-25 23:53:20
24,53,17740565,28.966882000000002,41.048301,28.958879999999997,41.043820000000004,2021-08-25 13:20:41,2021-08-25 13:21:41,2021-08-25 13:39:21,2021-08-25 13:50:41
24,54,17729809,28.994582,41.065148,29.00174,41.04802,2021-08-25 12:06:11,2021-08-25 12:06:44,2021-08-25 12:17:27,2021-08-25 12:36:11
24,55,17720933,28.995,41.058222,28.979646344525104,41.04707667022829,2021-08-25 10:40:39,2021-08-25 10:41:24,2021-08-25 10:56:52,2021-08-25 11:10:39
24,56,17726150,29.025784,41.0776,29.026981347158998,41.080170523987704,2021-08-25 11:36:21,2021-08-25 11:36:47,2021-08-25 11:49:54,2021-08-25 12:06:21
24,57,17732394,28.957657,41.058644,28.95235,41.04466,2021-08-25 12:24:37,2021-08-25 12:25:50,2021-08-25 12:45:11,2021-08-25 12:54:37
24,58,17803871,28.999779999999998,41.048481,29.000629999999997,41.04437,2021-08-25 19:56:52,2021-08-25 19:57:31,2021-08-25 20:04:50,2021-08-25 20:26:52
24,59,17728586,28.963368,41.055082,28.959053468726896,41.044009800869205,2021-08-25 11:56:46,2021-08-25 11:57:07,2021-08-25 12:08:38,2021-08-25 12:26:46
24,60,17781772,29.01018,41.078159,29.01936,41.07573,2021-08-25 17:52:29,2021-08-25 17:53:21,2021-08-25 18:09:13,2021-08-25 18:22:29
24,61,17737363,29.016291,41.047545,29.0069,41.0441,2021-08-25 12:59:27,2021-08-25 12:59:52,2021-08-25 13:28:49,2021-08-25 13:29:27
24,62,17738761,28.983438,41.055142,29.003437413427,41.0453184372294,2021-08-25 13:08:32,2021-08-25 13:09:07,2021-08-25 13:36:02,2021-08-25 13:38:32
24,63,17743767,29.039557000000002,41.106318,29.04697,41.08583,2021-08-25 13:40:35,2021-08-25 13:40:48,2021-08-25 13:52:21,2021-08-25 14:10:35
24,64,17750089,28.994014,41.056922,29.0191277861595,41.0748382257066,2021-08-25 14:21:33,2021-08-25 14:24:09,2021-08-25 14:31:19,2021-08-25 14:51:33
24,65,17756958,28.96063,41.067339000000004,28.95004,41.04871,2021-08-25 15:07:46,2021-08-25 15:09:22,2021-08-25 15:28:51,2021-08-25 15:37:46
24,66,17730753,29.005075,41.054719,29.006490000000003,41.06475,2021-08-25 12:13:04,2021-08-25 12:18:12,2021-08-25 12:39:18,2021-08-25 12:43:04
24,67,17796713,28.983997,41.06139,29.000629999999997,41.04437,2021-08-25 19:17:52,2021-08-25 19:18:32,2021-08-25 19:30:06,2021-08-25 19:47:52
24,68,17814696,28.970067999999998,41.031583000000005,28.95842,41.046659999999996,2021-08-25 21:03:17,2021-08-25 21:03:27,2021-08-25 21:21:38,2021-08-25 21:33:17
24,69,17783753,28.992815000000004,41.057168,28.980140000000002,41.03495,2021-08-25 18:04:18,2021-08-25 18:04:52,2021-08-25 18:35:36,2021-08-25 18:34:18
24,70,17742885,28.962703,41.038529,28.98283,41.03468,2021-08-25 13:35:06,2021-08-25 13:35:19,2021-08-25 13:58:26,2021-08-25 14:05:06
24,71,17822123,28.972732,41.055313,28.9906928473739,41.056194242867,2021-08-25 22:09:28,2021-08-25 22:09:49,2021-08-25 22:20:19,2021-08-25 22:39:28
24,72,17807815,29.043136999999998,41.076083000000004,29.0268,41.0767,2021-08-25 20:19:31,2021-08-25 20:19:58,2021-08-25 20:32:45,2021-08-25 20:49:31
24,73,17773638,28.965635,41.049077000000004,28.959053468726896,41.044009800869205,2021-08-25 16:59:48,2021-08-25 17:00:49,2021-08-25 17:11:45,2021-08-25 17:29:48
24,74,17764205,28.952888,41.039790999999994,28.982894,41.035833000000004,2021-08-25 15:57:04,2021-08-25 15:57:06,2021-08-25 16:13:03,2021-08-25 16:27:04
24,75,17732016,28.9957,41.066995,28.98798,41.05816,2021-08-25 12:21:54,2021-08-25 12:22:16,2021-08-25 12:45:59,2021-08-25 12:51:54
24,76,17734825,28.97172,41.026641999999995,28.965970000000002,41.03261,2021-08-25 12:41:42,2021-08-25 12:42:39,2021-08-25 12:52:34,2021-08-25 13:11:42
24,77,17820684,28.995348,41.059424,29.00235,41.04683,2021-08-25 21:52:53,2021-08-25 21:53:27,2021-08-25 22:11:27,2021-08-25 22:22:53
24,78,17772868,28.973051,41.03602,29.000020000000003,41.04728,2021-08-25 16:55:02,2021-08-25 16:55:09,2021-08-25 17:17:04,2021-08-25 17:25:02
24,79,17757355,28.990844,41.051144,28.9926278704795,41.052916853607705,2021-08-25 15:10:28,2021-08-25 15:10:43,2021-08-25 15:23:02,2021-08-25 15:40:28
24,80,17757550,28.979053999999998,41.061309,28.9586753187498,41.044433853437205,2021-08-25 15:11:48,2021-08-25 15:12:43,2021-08-25 15:26:42,2021-08-25 15:41:48
24,81,17801260,28.973795000000003,41.036291999999996,28.980140000000002,41.03495,2021-08-25 19:42:41,2021-08-25 19:42:53,2021-08-25 20:04:38,2021-08-25 20:12:41
24,82,17747059,29.0178,41.078356,29.014495372667998,41.0767716453425,2021-08-25 14:01:37,2021-08-25 14:01:37,2021-08-25 14:15:22,2021-08-25 14:31:37
24,83,17762630,28.993843,41.048738,29.00212,41.0482,2021-08-25 15:46:15,2021-08-25 15:47:14,2021-08-25 16:14:53,2021-08-25 16:16:15
24,84,17804929,28.986769,41.070487,28.98798,41.05816,2021-08-25 20:02:57,2021-08-25 20:03:02,2021-08-25 20:22:14,2021-08-25 20:32:57
24,85,17810221,28.9682,41.056034999999994,28.984409999999997,41.03867,2021-08-25 20:33:41,2021-08-25 20:33:53,2021-08-25 20:53:12,2021-08-25 21:03:41
24,86,17823436,28.982164,41.072158,28.979646344525104,41.04707667022829,2021-08-25 22:24:49,2021-08-25 22:25:11,2021-08-25 22:34:01,2021-08-25 22:54:49
24,87,17818286,28.967219,41.040847,28.982,41.03219,2021-08-25 21:30:23,2021-08-25 21:30:39,2021-08-25 21:53:56,2021-08-25 22:00:23
24,88,17739442,29.012147,41.082701,29.0356,41.08102,2021-08-25 13:12:58,2021-08-25 13:13:27,2021-08-25 13:40:20,2021-08-25 13:42:58
24,89,17810477,28.994448,41.076729,28.986959999999996,41.061009999999996,2021-08-25 20:35:18,2021-08-25 20:35:39,2021-08-25 20:40:33,2021-08-25 21:05:18
24,90,17793442,28.961401000000002,41.059503,28.9859,41.05216,2021-08-25 18:59:59,2021-08-25 19:00:29,2021-08-25 19:20:43,2021-08-25 19:29:59
24,91,17756224,28.979490999999996,41.061932,28.98757,41.060109999999995,2021-08-25 15:02:45,2021-08-25 15:03:15,2021-08-25 15:15:27,2021-08-25 15:32:45
24,92,17794139,28.991599,41.055521,29.00468,41.04207,2021-08-25 19:03:44,2021-08-25 19:03:49,2021-08-25 19:29:02,2021-08-25 19:33:44
24,93,17744878,28.963365999999997,41.01887,28.959053468726896,41.044009800869205,2021-08-25 13:47:45,2021-08-25 13:47:53,2021-08-25 14:08:24,2021-08-25 14:17:45
24,94,17749117,29.010125,41.055842999999996,28.9946,41.05687,2021-08-25 14:15:19,2021-08-25 14:15:45,2021-08-25 14:31:14,2021-08-25 14:45:19
24,95,17727703,29.010437,41.044845,29.0017935367146,41.0445048923704,2021-08-25 11:49:39,2021-08-25 11:50:18,2021-08-25 12:02:44,2021-08-25 12:19:39
24,96,17826882,28.981709000000002,41.045856,28.959190000000003,41.05081,2021-08-25 23:30:44,2021-08-25 23:31:33,2021-08-25 23:48:11,2021-08-26 00:00:44
24,97,17822311,28.946021999999996,41.052815,28.96953,41.033,2021-08-25 22:11:25,2021-08-25 22:11:41,2021-08-25 22:27:48,2021-08-25 22:41:25
24,98,17746282,28.983604999999997,41.047629,29.00212,41.0482,2021-08-25 13:56:41,2021-08-25 13:56:54,2021-08-25 14:17:42,2021-08-25 14:26:41
24,99,17807423,28.944792,41.032432,28.959053468726896,41.044009800869205,2021-08-25 20:17:20,2021-08-25 20:17:25,2021-08-25 20:40:37,2021-08-25 20:47:20
24,100,17797265,28.968134999999997,41.056912,28.979509999999998,41.053940000000004,2021-08-25 19:21:09,2021-08-25 19:22:02,2021-08-25 19:53:48,2021-08-25 19:51:09
24,101,17747947,28.972241999999998,41.03365,28.9802,41.0348,2021-08-25 14:07:14,2021-08-25 14:07:44,2021-08-25 14:25:06,2021-08-25 14:37:14
24,102,17797993,28.995251,41.061925,29.0015858010387,41.044510662064,2021-08-25 19:24:51,2021-08-25 19:25:13,2021-08-25 19:36:15,2021-08-25 19:54:51
24,103,17797086,28.971363,41.052248,28.986959999999996,41.061009999999996,2021-08-25 19:20:20,2021-08-25 19:20:40,2021-08-25 19:32:54,2021-08-25 19:50:20
24,104,17738959,28.989532,41.036875,29.0041048390049,41.0429137803964,2021-08-25 13:10:01,2021-08-25 13:10:08,2021-08-25 13:22:02,2021-08-25 13:40:01
24,105,17721253,29.001307,41.081916,29.0302,41.06892,2021-08-25 10:44:35,2021-08-25 10:44:59,2021-08-25 11:02:43,2021-08-25 11:14:35
24,106,17825614,28.962690999999996,41.061454,28.97835,41.04515,2021-08-25 22:58:15,2021-08-25 22:58:18,2021-08-25 23:05:00,2021-08-25 23:28:15
24,107,17757399,28.972282,41.036089000000004,28.9912770699384,41.055183595351,2021-08-25 15:10:45,2021-08-25 15:11:01,2021-08-25 15:35:38,2021-08-25 15:40:45
24,108,17826054,28.980545000000003,41.047155,28.9667,41.03609,2021-08-25 23:08:26,2021-08-25 23:09:24,2021-08-25 23:19:14,2021-08-25 23:38:26
24,109,17771446,28.9592,41.043385,28.966759999999997,41.04544,2021-08-25 16:47:02,2021-08-25 16:47:45,2021-08-25 17:17:25,2021-08-25 17:17:02
24,110,17752036,28.988165000000002,41.053252,28.9911,41.0521,2021-08-25 14:34:47,2021-08-25 14:36:04,2021-08-25 14:56:13,2021-08-25 15:04:47
24,111,17794140,28.986072999999998,41.055782,28.98167,41.05195,2021-08-25 19:03:44,2021-08-25 19:03:59,2021-08-25 19:09:43,2021-08-25 19:33:44
24,112,17761699,28.943210999999998,41.034871,28.966759999999997,41.04544,2021-08-25 15:40:02,2021-08-25 15:40:40,2021-08-25 15:48:00,2021-08-25 16:10:02
24,113,17727160,28.953608000000003,41.042108,28.9801,41.0349,2021-08-25 11:45:12,2021-08-25 11:45:30,2021-08-25 12:09:16,2021-08-25 12:15:12
24,114,17760455,28.978914000000003,41.026393,28.9801,41.0349,2021-08-25 15:31:07,2021-08-25 15:31:49,2021-08-25 15:51:37,2021-08-25 16:01:07
24,115,17797009,28.998314,41.049556,29.00235,41.04683,2021-08-25 19:19:38,2021-08-25 19:20:27,2021-08-25 19:35:11,2021-08-25 19:49:38
24,116,17824489,29.006113,41.058873,28.98783,41.06067,2021-08-25 22:40:26,2021-08-25 22:40:26,2021-08-25 22:48:06,2021-08-25 23:10:26
24,117,17737209,28.968208,41.034679,28.980175220727897,41.034777363118295,2021-08-25 12:58:27,2021-08-25 12:59:16,2021-08-25 13:25:27,2021-08-25 13:28:27
24,118,17786140,28.952595000000002,41.054384999999996,28.9710700325776,41.066439293315504,2021-08-25 18:18:35,2021-08-25 18:19:15,2021-08-25 18:25:16,2021-08-25 18:48:35
24,119,17818239,28.994602,41.057403,28.979329999999997,41.05297,2021-08-25 21:30:07,2021-08-25 21:30:10,2021-08-25 21:40:56,2021-08-25 22:00:07
24,120,17773745,28.993492,41.071221,29.0191277861595,41.0748382257066,2021-08-25 17:00:34,2021-08-25 17:00:53,2021-08-25 17:10:56,2021-08-25 17:30:34
24,121,17820497,28.975477,41.031469,28.9667,41.03609,2021-08-25 21:51:13,2021-08-25 21:51:19,2021-08-25 22:00:45,2021-08-25 22:21:13
24,122,17731004,28.97628,41.040428000000006,29.0035926311798,41.0440132507866,2021-08-25 12:14:52,2021-08-25 12:15:17,2021-08-25 12:40:32,2021-08-25 12:44:52
24,123,17725998,28.984029999999997,41.050705,28.98701684,41.03386615,2021-08-25 11:35:05,2021-08-25 11:35:21,2021-08-25 11:48:17,2021-08-25 12:05:05
24,124,17757594,28.986542,41.049304,28.979509999999998,41.053940000000004,2021-08-25 15:12:01,2021-08-25 15:12:40,2021-08-25 15:21:58,2021-08-25 15:42:01
24,125,17801512,28.986918,41.062089,28.995890000000003,41.06176,2021-08-25 19:44:11,2021-08-25 19:44:31,2021-08-25 20:03:19,2021-08-25 20:14:11
24,126,17794504,29.008358,41.043351,29.0267761051655,41.04790285402721,2021-08-25 19:05:34,2021-08-25 19:06:13,2021-08-25 19:25:49,2021-08-25 19:35:34
24,127,17728913,28.983884000000003,41.044140000000006,28.99486,41.04935,2021-08-25 11:59:18,2021-08-25 11:59:48,2021-08-25 12:07:27,2021-08-25 12:29:18
24,128,17738896,28.970292999999998,41.060758,28.98163,41.05199,2021-08-25 13:09:30,2021-08-25 13:10:18,2021-08-25 13:30:15,2021-08-25 13:39:30
24,129,17741874,29.010354,41.078742999999996,29.006490000000003,41.06475,2021-08-25 13:28:51,2021-08-25 13:29:35,2021-08-25 13:48:55,2021-08-25 13:58:51
24,130,17816048,29.007839,41.051478,29.007240000000003,41.04593,2021-08-25 21:13:14,2021-08-25 21:14:12,2021-08-25 21:25:55,2021-08-25 21:43:14
24,131,17762068,28.966614,41.065428999999995,28.9641337841749,41.0520616341887,2021-08-25 15:42:26,2021-08-25 15:42:42,2021-08-25 15:59:11,2021-08-25 16:12:26
24,132,17807473,28.986960999999997,41.035653,28.99486,41.04935,2021-08-25 20:17:27,2021-08-25 20:17:44,2021-08-25 20:35:18,2021-08-25 20:47:27
24,133,17812161,29.036327000000004,41.080951,29.03298,41.07979,2021-08-25 20:46:01,2021-08-25 20:50:10,2021-08-25 21:07:07,2021-08-25 21:16:01
24,134,17739044,28.969368,41.016498,28.97968,41.02567,2021-08-25 13:10:25,2021-08-25 13:10:46,2021-08-25 13:18:48,2021-08-25 13:40:25
24,135,17746427,29.027092,41.072319,29.0269,41.0769,2021-08-25 13:57:31,2021-08-25 13:58:43,2021-08-25 14:10:48,2021-08-25 14:27:31
24,136,17775576,28.965225,41.042246,28.980175220727897,41.034777363118295,2021-08-25 17:12:17,2021-08-25 17:12:17,2021-08-25 17:43:56,2021-08-25 17:42:17
24,137,17792955,28.970508000000002,41.053652,28.9926278704795,41.052916853607705,2021-08-25 18:57:26,2021-08-25 18:57:48,2021-08-25 19:16:45,2021-08-25 19:27:26
24,138,17757618,29.000097999999998,41.045485,28.98338,41.05303,2021-08-25 15:12:11,2021-08-25 15:12:21,2021-08-25 15:24:33,2021-08-25 15:42:11
24,139,17751517,29.045956,41.088421999999994,29.04608,41.086420000000004,2021-08-25 14:31:13,2021-08-25 14:32:14,2021-08-25 14:44:22,2021-08-25 15:01:13
24,140,17806673,28.978215000000002,41.046656,28.9829252331289,41.0358799186591,2021-08-25 20:12:54,2021-08-25 20:13:05,2021-08-25 20:39:31,2021-08-25 20:42:54
24,141,17749382,28.972811,41.052704,28.99803,41.047670000000004,2021-08-25 14:17:02,2021-08-25 14:17:14,2021-08-25 14:35:59,2021-08-25 14:47:02
24,142,17716456,28.967297,41.037993,28.979646344525104,41.04707667022829,2021-08-25 09:26:48,2021-08-25 09:27:17,2021-08-25 09:48:33,2021-08-25 09:56:48
24,143,17729179,28.972106,41.024887,28.98701684,41.03386615,2021-08-25 12:01:22,2021-08-25 12:01:39,2021-08-25 12:28:21,2021-08-25 12:31:22
24,144,17741072,28.971353999999998,41.077062,28.977040000000002,41.06265,2021-08-25 13:24:04,2021-08-25 13:25:13,2021-08-25 13:42:24,2021-08-25 13:54:04
24,145,17748665,28.98167,41.077794,28.99298,41.06232,2021-08-25 14:12:00,2021-08-25 14:12:13,2021-08-25 14:38:08,2021-08-25 14:42:00
24,146,17751737,29.006378,41.049146,28.984440000000003,41.032270000000004,2021-08-25 14:32:54,2021-08-25 14:33:26,2021-08-25 14:45:07,2021-08-25 15:02:54
24,147,17779548,29.003733,41.046448999999996,29.0069,41.0441,2021-08-25 17:38:31,2021-08-25 17:38:58,2021-08-25 17:59:02,2021-08-25 18:08:31
24,148,17823730,29.008784000000002,41.0593,29.01478,41.07625,2021-08-25 22:28:53,2021-08-25 22:29:27,2021-08-25 22:35:12,2021-08-25 22:58:53
24,149,17724730,29.030346,41.08063,29.0302,41.06892,2021-08-25 11:23:00,2021-08-25 11:23:20,2021-08-25 11:39:29,2021-08-25 11:53:00
24,150,17770480,28.966298,41.047497,28.985359999999996,41.043440000000004,2021-08-25 16:39:20,2021-08-25 16:39:28,2021-08-25 16:55:35,2021-08-25 17:09:20
24,151,17733566,29.029386,41.085994,29.02703,41.07682,2021-08-25 12:32:52,2021-08-25 12:33:38,2021-08-25 12:53:00,2021-08-25 13:02:52
24,152,17786281,28.985581,41.073336,28.99607,41.066179999999996,2021-08-25 18:19:28,2021-08-25 18:19:28,2021-08-25 18:39:31,2021-08-25 18:49:28
24,153,17778694,28.963938,41.053746999999994,28.944618516280602,41.05363269878,2021-08-25 17:33:04,2021-08-25 17:33:51,2021-08-25 17:54:11,2021-08-25 18:03:04
24,154,17766014,29.003897,41.055017,28.98701684,41.03386615,2021-08-25 16:09:15,2021-08-25 16:09:40,2021-08-25 16:19:56,2021-08-25 16:39:15
24,155,17768424,28.973249,41.026377000000004,28.98163,41.05199,2021-08-25 16:25:25,2021-08-25 16:26:17,2021-08-25 16:44:10,2021-08-25 16:55:25
24,156,17734496,28.995562,41.052268,28.995533042848397,41.0629667325968,2021-08-25 12:39:14,2021-08-25 12:39:52,2021-08-25 13:02:19,2021-08-25 13:09:14
24,157,17778136,28.9904,41.05597,28.995440000000002,41.05482,2021-08-25 17:29:28,2021-08-25 17:29:41,2021-08-25 17:59:41,2021-08-25 17:59:28
24,158,17784835,28.997773,41.044384,29.0041048390049,41.0429137803964,2021-08-25 18:10:46,2021-08-25 18:10:53,2021-08-25 18:27:19,2021-08-25 18:40:46
24,159,17825734,28.986755,41.037762,28.982894,41.035833000000004,2021-08-25 23:00:17,2021-08-25 23:00:20,2021-08-25 23:27:20,2021-08-25 23:30:17
24,160,17758592,29.002212,41.062734000000006,28.98661,41.061690000000006,2021-08-25 15:18:29,2021-08-25 15:18:36,2021-08-25 15:45:24,2021-08-25 15:48:29
24,161,17796432,28.98739,41.080152000000005,28.9710700325776,41.066439293315504,2021-08-25 19:16:23,2021-08-25 19:16:46,2021-08-25 19:24:28,2021-08-25 19:46:23
24,162,17734618,28.99537,41.064932,28.9926278704795,41.052916853607705,2021-08-25 12:40:10,2021-08-25 12:40:49,2021-08-25 12:56:27,2021-08-25 13:10:10
